scheedName,Jobs,NumJobStarts,CoreHr,CommittedCoreHr,Requestgpus,JobGpus,RequestCpus,MemoryUsage,MemoryMB
sub-simprod-2.icecube.wisc.edu,2129,2293,26548.4,23248.55,8,8,20,73243,52704
