scheedName,Jobs,NumJobStarts,CoreHr,CommittedCoreHr,Requestgpus,JobGpus,RequestCpus,MemoryUsage,MemoryMB
sub-simprod-2.icecube.wisc.edu,57,57,1081.02,1080.97,4,4,10,21973,20917
