scheedName,Jobs,NumJobStarts,CoreHr,CommittedCoreHr,Requestgpus,JobGpus,RequestCpus,MemoryUsage,MemoryMB
sub-simprod-2.icecube.wisc.edu,413,479,9403.66,6633.39,8,8,64,73243,62249
