scheedName,Jobs,NumJobStarts,CoreHr,CommittedCoreHr,Requestgpus,JobGpus,RequestCpus,MemoryUsage,MemoryMB
sub-simprod-2.icecube.wisc.edu,1598,2184,30954.42,16365.08,8,8,64,73243,62736
